LeaveVote,gender,age,edlevel,hhincome,econPersonalRetro1,EuropeanIdentity,EnglishIdentity,BritishIdentity,PolMistrust,GovDisapproval,PopulismScale,ConVote,LabVote,LibVote,SNPPCVote,UKIP,euUKNotRich,euNotPreventWar,FreeTradeBad,euParlOverRide1,euUndermineIdentity1,lessEUmigrants,effectsEUTrade1,effectsEUImmigrationLower
0,2,75,5,4,1,6,3,6,5,5,15,0,1,0,0,0,3,1,1,2,2,5,3,3
1,1,67,4,4,3,3,6,6,3,2,15,1,0,0,0,0,3,3,1,4,4,7,3,4
1,2,40,5,4,4,3,7,7,4,4,15,0,0,0,0,0,3,2,3,4,3,5,4,3
1,1,39,2,5,4,3,7,7,6,4,15,0,1,0,0,0,3,4,1,5,4,3,3,4
1,1,64,2,3,3,1,7,7,7,3,15,0,0,0,0,1,5,5,2,5,4,10,3,3
1,1,62,3,4,4,2,1,6,3,3,15,1,0,0,0,0,2,3,1,4,4,8,3,5
1,2,53,3,2,2,1,1,1,7,3,15,0,0,0,1,0,4,2,2,5,5,10,3,4
1,1,71,0,4,3,1,7,4,5,4,15,0,0,0,0,1,4,4,1,5,4,6,5,4
0,1,36,5,4,4,4,6,6,3,4,15,1,0,0,0,0,3,4,2,3,2,2,3,2
0,2,46,4,4,3,6,1,7,5,2,15,1,0,0,0,0,2,3,1,4,4,5,2,3
0,1,21,3,6,3,3,6,5,6,4,15,0,1,0,0,0,2,1,1,2,2,5,3,3
0,1,21,4,4,3,4,3,5,4,5,15,0,1,1,0,0,1,2,1,1,2,4,2,4
1,1,27,2,4,5,1,7,3,4,1,15,1,0,0,0,0,3,3,1,5,3,9,3,3
0,1,47,4,4,3,5,3,3,5,4,15,0,1,1,0,0,2,2,1,3,2,6,4,3
0,2,72,4,3,3,6,7,7,3,2,15,1,0,0,0,0,2,2,1,5,2,5,2,3
1,1,40,4,8,4,3,6,6,3,2,15,1,0,0,0,0,3,2,1,2,2,5,3,3
1,2,52,2,7,3,2,7,7,6,5,15,0,0,0,0,1,4,5,1,5,5,7,3,5
0,1,41,4,5,4,5,7,7,5,2,15,1,0,0,0,0,3,3,1,4,3,4,3,4
0,1,56,3,4,3,4,1,5,3,5,15,0,1,0,0,0,2,1,1,2,2,5,2,3
1,1,37,4,4,3,1,7,7,6,2,15,0,0,0,0,1,4,5,2,4,5,8,3,3
1,2,61,3,5,2,3,6,4,3,3,15,1,0,0,0,0,3,3,1,4,4,7,3,3
1,1,59,4,4,3,4,7,6,3,3,19,1,0,0,0,0,3,2,1,5,4,7,3,4
1,2,65,3,3,3,2,6,6,5,3,15,0,1,1,0,0,3,5,3,5,5,9,3,5
1,1,62,4,5,2,1,6,6,6,4,22,0,0,0,1,0,4,3,1,5,5,5,3,4
0,2,59,1,3,3,3,3,7,7,3,15,0,1,0,0,0,3,3,1,5,4,5,3,3
1,2,37,2,2,2,3,7,6,7,5,21,0,1,0,0,0,5,4,1,5,4,10,3,4
0,2,48,2,3,4,4,7,7,5,2,15,1,0,0,0,0,2,2,2,3,3,5,2,3
1,1,50,4,2,2,5,7,7,5,4,15,0,0,0,0,1,4,4,1,4,4,10,4,4
0,2,30,0,5,1,2,1,4,7,5,15,0,1,0,0,0,2,3,1,1,2,3,2,3
0,1,74,4,3,2,4,1,3,3,4,15,0,1,0,0,0,3,2,1,2,2,5,2,3
1,1,67,2,3,2,3,7,7,7,5,15,0,0,0,0,1,4,4,2,5,4,8,3,5
1,2,59,0,3,3,1,7,7,3,2,15,1,0,0,0,0,4,2,1,5,4,7,2,4
0,2,71,4,5,3,5,5,7,4,4,15,0,1,0,0,0,2,1,1,2,2,5,2,4
1,2,61,5,3,4,6,7,7,3,2,15,0,1,0,0,0,3,2,1,4,4,3,3,4
1,1,70,3,3,3,3,5,6,4,3,15,1,0,0,0,0,4,3,2,4,4,7,4,4
1,1,64,3,1,4,2,7,7,6,4,15,0,0,0,0,1,3,1,1,5,4,9,3,5
1,2,66,4,4,4,1,7,7,5,2,15,0,0,0,0,1,4,3,2,5,5,10,5,5
0,2,50,4,1,3,5,1,5,4,4,15,0,1,1,0,0,2,2,1,2,2,3,1,4
1,2,24,3,4,3,2,6,6,7,4,15,0,1,0,0,0,4,4,1,2,4,10,4,4
0,2,67,2,2,3,5,4,5,4,2,16,1,0,0,0,0,3,1,1,2,3,5,3,3
1,2,69,3,1,3,4,7,7,4,3,15,0,0,0,0,1,3,3,1,4,4,7,3,5
0,2,58,5,7,3,3,1,6,4,3,15,1,0,0,0,0,3,3,1,4,3,5,3,4
1,1,44,2,4,3,2,6,7,6,3,17,0,0,0,0,1,3,4,1,4,3,6,3,4
1,1,60,0,4,3,4,7,7,4,3,16,1,0,0,0,0,3,3,2,4,3,5,3,2
0,2,67,4,3,3,7,6,7,3,3,15,0,1,0,0,0,2,3,1,4,3,3,2,3
0,2,26,4,5,4,5,3,4,6,3,15,0,1,1,0,0,2,2,1,3,2,4,2,4
0,2,78,1,2,3,1,7,7,2,3,15,1,0,0,0,0,3,2,1,4,4,8,3,4
0,1,68,4,4,3,5,5,5,4,3,15,0,1,1,0,0,2,2,1,2,2,4,2,3
0,2,56,2,4,3,4,7,7,6,4,15,0,1,0,0,0,2,2,2,4,3,7,3,3
0,2,59,2,2,3,5,7,1,3,2,15,1,0,0,0,0,3,1,1,4,2,7,2,3
0,2,42,1,4,2,3,6,6,7,3,15,0,0,0,0,0,3,2,1,3,2,7,2,4
0,1,19,3,3,4,5,3,5,3,2,15,0,1,0,0,0,2,4,1,2,2,2,2,4
1,2,61,1,2,5,2,7,7,3,2,15,1,0,0,0,0,5,5,1,5,5,10,3,5
1,1,53,2,2,3,2,7,4,3,4,15,0,1,0,0,0,4,4,3,4,4,10,3,4
1,1,74,5,4,2,2,2,2,7,4,15,0,0,0,0,0,5,3,1,5,5,10,4,5
1,2,68,4,4,3,1,4,7,6,4,20,0,0,0,0,0,4,3,2,5,4,6,3,4
1,1,72,2,3,4,1,7,7,4,2,15,0,0,0,0,1,4,3,1,5,5,8,3,5
0,1,52,3,6,2,3,5,5,3,4,15,0,1,0,0,0,4,3,1,3,3,6,3,4
1,1,52,3,6,3,3,1,7,7,4,15,0,0,0,0,1,4,4,2,5,4,10,3,4
0,2,25,4,6,4,5,4,6,5,4,15,0,1,1,0,0,2,3,1,2,2,5,2,4
1,1,36,3,2,1,1,7,4,7,5,15,0,0,0,0,0,5,5,1,5,5,10,3,3
0,2,69,3,4,3,4,7,7,4,4,15,0,1,0,0,0,3,2,2,3,2,4,3,3
0,1,59,2,4,2,2,1,3,6,5,22,0,0,0,1,0,4,5,2,3,2,7,4,4
0,1,34,5,5,3,4,6,5,3,2,15,1,0,0,0,0,2,1,1,4,2,4,2,4
1,2,47,2,1,3,2,7,7,6,2,15,1,0,0,0,0,4,4,1,4,4,8,4,2
1,1,60,4,6,3,1,1,7,7,3,15,0,1,0,0,0,5,5,2,5,2,3,3,5
0,2,24,5,7,3,6,6,5,5,3,15,0,0,0,0,0,2,1,1,1,1,5,1,4
1,2,55,4,3,3,1,7,7,6,4,15,0,0,0,0,1,5,5,2,5,5,10,3,5
0,1,59,4,8,3,7,4,6,3,5,15,0,0,0,1,0,1,2,1,1,2,0,2,3
0,2,29,4,7,2,4,7,7,7,5,15,0,1,0,0,0,2,2,1,4,2,3,2,4
1,1,35,4,6,3,3,7,4,4,3,15,0,0,0,0,1,4,4,1,4,4,3,3,5
1,1,26,5,5,4,3,1,6,4,1,15,1,0,0,0,0,2,2,1,5,3,3,4,4
1,1,60,0,7,4,1,7,7,7,5,21,0,0,0,0,1,4,3,1,5,5,10,4,5
0,2,42,4,4,3,3,7,6,4,4,15,0,1,1,0,0,3,2,1,4,3,10,2,3
0,1,69,2,2,4,3,1,6,4,4,16,0,1,0,0,0,3,2,1,2,2,7,3,3
1,1,47,0,3,3,2,6,6,4,1,15,1,0,0,0,0,4,5,1,5,5,10,3,4
0,1,36,1,2,4,4,7,7,6,3,15,0,0,0,0,0,3,4,2,2,3,10,3,4
0,1,59,2,4,3,2,3,7,2,4,19,0,1,0,0,0,3,3,3,3,3,4,3,3
0,2,29,4,7,4,6,5,5,5,3,15,1,0,0,0,0,2,3,1,2,2,2,2,4
0,1,23,4,7,4,7,7,7,3,3,15,0,1,1,0,0,1,2,1,2,2,5,2,4
1,1,61,4,4,3,2,1,7,3,3,15,1,0,0,0,0,3,2,1,5,5,7,4,4
0,1,42,5,7,4,3,4,7,3,2,15,1,0,0,0,0,3,2,1,2,2,5,3,4
0,2,81,2,4,3,1,7,7,5,3,15,1,0,0,0,0,3,3,3,5,4,5,3,3
1,2,50,1,5,3,1,7,7,4,3,15,0,0,0,0,0,3,4,2,5,4,8,3,4
0,2,26,4,4,3,4,6,5,5,3,15,0,0,0,0,0,2,2,1,2,1,4,2,4
1,2,63,0,2,4,7,7,7,7,4,15,0,0,0,0,0,4,3,3,4,4,10,3,3
1,1,71,2,2,2,2,3,7,3,3,16,0,0,0,0,0,4,4,2,5,2,4,4,4
0,2,50,4,3,3,4,7,6,6,3,15,1,0,0,0,0,2,2,1,4,3,5,3,4
1,1,66,2,3,4,4,7,6,6,4,15,1,0,0,0,0,3,5,1,5,5,5,3,5
1,1,67,2,4,3,3,7,3,4,2,18,1,0,0,0,0,4,4,2,5,5,8,5,5
0,2,65,3,3,4,5,7,7,4,2,15,1,0,0,0,0,3,3,1,4,2,9,3,4
0,2,27,4,7,4,5,6,6,6,4,19,0,1,1,0,0,2,2,1,2,2,3,1,4
0,2,23,4,6,3,2,1,2,7,4,15,0,1,0,0,0,2,2,1,2,2,2,1,4
1,2,70,4,3,2,3,5,4,6,4,15,0,0,0,0,1,3,3,2,4,4,3,3,4
1,2,38,4,4,3,3,7,5,5,4,15,0,1,0,0,0,4,3,1,4,4,9,3,4
1,1,58,1,2,3,1,7,7,4,3,15,0,0,0,0,1,3,3,1,5,4,10,3,4
0,2,29,4,6,3,5,4,4,5,4,15,0,1,0,0,0,2,3,1,2,1,3,2,3
1,1,64,0,2,3,1,7,7,7,3,15,0,0,0,0,1,3,3,2,3,3,6,4,4
0,1,72,4,4,2,7,1,3,4,5,11,0,0,0,1,0,1,1,1,2,1,5,3,3
0,2,48,4,4,3,6,2,3,5,4,15,0,1,1,0,0,2,2,1,2,2,5,2,3
0,2,58,4,8,4,7,1,7,2,2,15,0,1,1,0,0,1,1,1,2,1,4,2,4
0,2,29,5,4,4,7,1,1,5,4,15,0,1,0,0,0,2,3,1,2,1,2,2,3
1,1,46,3,2,4,5,5,7,4,5,15,0,1,0,0,0,4,3,1,5,4,5,3,4
0,1,68,2,5,3,7,1,7,6,4,14,0,0,0,0,0,3,2,1,2,3,6,2,3
0,2,82,4,4,2,7,7,7,5,3,19,1,0,0,0,0,3,2,1,4,3,8,2,4
0,2,22,4,4,3,6,4,5,2,2,15,1,0,0,0,0,3,2,1,2,2,5,2,3
0,2,62,4,3,2,7,7,7,5,4,15,0,1,1,0,0,2,2,1,2,3,5,2,4
0,2,32,5,5,3,4,1,2,5,5,15,0,0,0,0,0,2,3,1,1,2,3,3,3
0,2,51,5,6,2,7,5,4,4,3,15,1,0,0,0,0,2,2,1,2,2,6,2,3
1,1,51,2,3,1,1,7,6,7,4,15,0,0,0,0,1,5,4,2,5,5,10,2,1
0,2,52,4,5,3,6,5,5,4,3,15,0,1,0,0,0,2,1,1,2,2,4,2,3
1,1,67,0,4,2,1,7,4,7,4,25,0,0,0,0,1,5,5,2,5,5,10,3,1
0,2,21,3,4,3,7,5,5,5,5,15,0,1,0,0,0,1,1,1,4,2,2,1,4
0,1,59,5,4,3,1,4,3,7,4,15,1,0,0,0,0,4,3,1,5,5,3,4,4
0,1,37,5,6,3,5,4,5,5,5,15,0,1,0,0,0,2,1,1,2,1,5,2,3
1,1,71,4,2,2,3,7,7,5,4,15,0,0,0,0,0,4,3,2,5,4,10,3,2
0,2,63,4,4,3,4,1,3,6,4,18,0,0,0,1,0,4,1,1,3,4,4,3,4
0,2,77,4,4,3,6,5,6,3,3,15,0,1,1,0,0,2,1,1,3,2,5,3,3
0,2,47,4,3,4,2,7,7,7,4,15,0,1,0,0,0,3,4,1,4,2,10,3,5
1,2,65,0,7,3,1,7,6,4,2,15,1,0,0,0,0,5,5,2,5,5,8,3,5
0,1,57,5,4,2,5,5,6,6,4,14,0,1,0,0,0,2,2,1,2,2,6,2,3
0,1,77,0,1,3,1,7,7,3,2,17,1,0,0,0,0,3,3,3,4,4,10,4,2
0,1,63,4,6,3,6,1,1,6,5,15,0,0,0,1,0,2,2,1,2,1,1,2,3
1,2,74,0,4,3,4,7,5,5,2,15,1,0,0,0,0,4,3,1,5,5,4,4,4
0,2,47,2,6,1,6,6,6,5,4,15,0,1,0,0,0,2,2,1,2,2,4,2,3
0,1,85,4,3,2,6,4,6,2,4,11,0,1,1,0,0,2,1,1,1,1,5,1,4
0,1,45,3,4,3,5,5,5,6,5,15,0,1,0,0,0,2,2,1,1,2,5,2,3
0,1,53,3,5,2,4,7,7,5,4,15,0,1,0,0,0,2,3,1,3,2,8,1,4
0,2,60,4,3,3,6,6,7,5,3,15,0,0,0,0,0,2,2,1,3,2,3,3,3
0,2,48,5,5,2,7,5,5,6,5,16,0,0,0,0,0,2,2,2,1,1,5,2,4
0,2,18,2,1,2,7,5,7,4,4,15,0,0,0,0,0,2,1,1,3,1,3,1,3
1,2,25,3,3,3,3,6,6,5,3,18,1,0,0,0,0,4,4,1,4,4,5,2,5
0,2,46,4,1,4,3,7,4,6,4,15,0,0,0,0,0,3,3,1,4,4,5,2,3
1,2,39,4,4,2,2,6,5,7,2,19,0,0,0,0,0,4,4,1,5,5,7,3,4
1,1,30,4,4,1,1,5,5,7,5,15,0,0,0,0,0,5,5,3,5,5,10,4,5
0,2,62,2,4,2,2,1,6,6,4,15,0,1,1,0,0,3,3,3,4,4,5,3,3
1,2,27,2,7,4,1,7,7,5,3,15,1,0,0,0,0,3,4,1,5,4,10,3,4
0,2,59,3,3,3,5,7,7,3,2,15,1,0,0,0,0,2,2,1,4,4,3,3,3
1,2,66,4,3,3,4,1,4,6,4,15,0,1,1,0,0,4,3,2,4,4,8,4,4
0,1,68,4,3,3,4,1,7,6,4,17,0,1,0,0,0,3,3,1,3,2,10,2,4
0,1,49,5,6,3,6,3,5,5,4,15,0,1,0,0,0,2,2,1,4,2,5,3,4
1,2,31,4,2,3,2,1,7,6,5,15,0,1,0,0,0,5,3,2,5,5,10,4,5
1,1,36,4,6,3,4,1,7,7,4,15,0,0,0,0,0,5,5,2,5,5,5,3,4
1,2,56,2,4,4,3,7,7,5,3,15,0,0,0,0,1,4,4,2,5,5,10,3,2
1,2,61,4,5,3,1,7,6,4,2,15,1,0,0,0,0,4,3,2,4,3,7,3,1
1,2,65,0,4,3,1,7,7,5,4,15,0,0,0,0,0,3,3,1,4,4,10,3,4
1,2,76,2,4,2,1,7,7,5,5,15,0,0,0,0,1,4,2,1,5,1,10,4,5
0,2,62,5,4,3,1,7,7,6,2,15,1,0,0,0,0,2,3,1,4,4,9,4,4
1,1,65,4,4,4,3,5,6,4,2,19,1,0,0,0,0,3,3,2,5,4,9,4,4
0,2,58,4,5,3,5,1,6,2,3,15,0,1,0,0,0,3,3,3,3,2,5,2,3
1,1,61,0,3,2,1,7,3,7,5,15,0,0,0,0,0,5,5,1,5,5,10,5,4
1,1,65,0,4,3,2,7,6,7,3,15,0,0,0,0,1,4,5,2,5,5,10,4,5
1,1,51,2,3,3,1,7,7,7,4,23,0,0,0,0,1,4,2,3,5,5,6,3,4
1,1,58,2,2,1,4,7,5,2,4,15,0,0,0,0,0,1,4,2,5,5,10,2,4
0,2,68,5,6,3,6,3,5,5,2,15,0,1,1,0,0,2,2,1,2,2,3,2,3
1,1,48,0,1,1,3,5,5,7,4,15,0,0,0,0,0,4,4,1,3,4,5,3,3
0,2,43,5,3,3,2,2,2,7,5,20,0,1,0,0,0,2,4,1,3,2,4,2,3
0,2,43,5,2,3,4,5,5,5,3,15,0,1,0,0,0,3,2,1,3,2,5,2,4
0,2,26,4,4,3,2,1,4,5,2,21,0,1,1,0,0,3,3,1,2,4,5,1,5
0,1,62,2,6,3,5,1,6,6,4,15,0,1,0,0,0,3,2,1,3,3,5,3,3
1,2,44,2,4,3,3,7,7,5,3,15,0,0,0,0,0,3,3,3,3,4,8,3,5
0,1,43,5,4,3,3,4,6,3,2,18,1,0,0,0,0,3,2,1,4,4,5,2,4
0,1,65,4,4,3,6,1,3,6,4,15,0,0,0,1,0,2,2,1,2,3,5,3,4
1,1,68,4,2,3,3,7,7,1,1,15,1,0,0,0,0,4,2,2,5,4,10,4,5
1,1,53,2,1,1,2,7,7,5,5,15,0,1,0,0,0,4,5,2,2,3,10,3,4
0,1,48,4,6,4,7,7,7,2,2,16,1,0,0,0,0,2,2,2,4,4,4,4,3
1,1,52,2,6,4,2,1,7,7,5,20,0,0,0,0,1,4,3,1,5,5,10,3,5
0,2,38,2,4,3,4,4,4,3,5,15,0,1,0,0,0,2,2,1,2,4,3,4,3
1,1,75,0,4,2,1,7,6,7,5,15,0,0,0,0,1,4,5,1,5,5,10,5,5
0,2,72,4,4,3,6,1,5,3,4,13,0,1,0,0,0,2,1,1,2,2,5,2,3
1,2,55,2,1,3,4,7,7,6,3,15,0,0,0,0,0,3,3,3,3,3,9,3,3
0,2,45,5,7,3,2,7,7,7,3,18,0,0,0,0,0,3,4,1,2,2,5,2,4
1,2,69,2,4,1,1,7,4,6,4,16,1,0,0,0,0,4,3,2,4,5,5,4,4
0,2,65,3,3,2,3,7,7,5,2,15,1,0,0,0,0,4,3,1,4,3,7,2,4
1,1,66,2,1,2,1,7,7,6,4,15,0,0,0,0,0,3,4,1,4,4,5,4,4
0,2,39,4,1,2,1,7,5,4,2,11,1,0,0,0,0,4,2,1,5,4,5,4,4
0,2,26,1,6,4,5,3,2,7,3,15,0,0,0,0,0,3,3,3,3,3,3,3,3
1,1,65,5,3,4,4,6,6,5,4,15,0,0,0,0,1,4,4,1,5,4,6,4,4
0,2,63,1,4,5,2,6,6,4,2,20,1,0,0,0,0,2,2,2,4,3,8,4,4
0,1,36,4,6,3,3,6,6,2,4,15,0,1,1,0,0,3,3,1,4,2,3,3,3
1,2,58,3,6,3,1,4,5,4,2,16,1,0,0,0,0,5,3,1,4,4,10,3,4
0,2,24,4,3,2,5,5,5,6,5,22,0,1,0,0,0,2,2,1,3,2,5,1,3
1,1,47,4,5,1,5,6,6,4,3,15,1,0,0,0,0,3,2,1,5,3,5,3,4
0,1,61,3,5,3,5,7,5,6,3,15,0,0,0,0,1,3,3,3,3,3,5,4,2
1,1,74,0,3,3,5,5,7,4,2,15,1,0,0,0,0,3,2,1,4,3,4,3,4
1,2,64,4,5,3,5,6,6,4,4,15,0,0,0,0,0,4,4,2,3,4,7,3,4
0,2,26,4,4,4,4,5,5,5,4,15,0,1,0,0,0,2,2,1,2,2,5,1,4
0,2,64,4,5,1,7,2,4,3,4,15,0,1,0,0,0,2,1,1,2,1,5,2,2
1,1,75,2,4,2,4,7,7,4,2,15,0,0,0,0,1,4,1,1,5,3,5,4,5
0,1,66,0,3,2,7,7,7,7,3,15,0,0,0,0,0,3,3,2,4,3,3,3,2
1,1,64,1,4,3,1,7,7,4,4,15,0,0,0,0,1,5,4,1,5,4,7,4,4
1,2,57,4,2,3,3,7,1,6,3,15,0,1,1,0,0,4,3,1,4,4,7,2,2
1,1,55,4,3,1,1,7,7,7,5,15,0,1,0,0,0,5,5,2,5,5,10,5,4
1,2,71,2,2,3,1,7,6,3,4,15,0,0,0,0,1,5,3,2,5,5,8,5,5
0,2,68,4,4,3,4,6,6,3,2,15,0,1,1,0,0,2,2,1,4,3,2,3,3
1,1,57,2,6,4,2,7,7,6,3,21,1,0,0,0,0,4,5,1,5,4,10,3,5
0,1,66,4,4,2,6,4,4,7,5,15,0,0,0,0,0,4,3,1,2,2,0,3,3
0,1,54,2,3,2,7,1,1,7,3,15,1,0,0,0,0,2,2,1,1,1,0,2,2
1,1,68,1,4,3,4,4,6,7,3,18,1,0,0,0,0,5,1,3,5,5,6,4,4
1,2,76,2,1,2,1,7,7,6,3,19,0,0,0,0,1,4,4,2,4,4,9,3,3
1,2,61,0,4,2,1,7,7,7,5,23,0,0,0,0,1,5,3,3,3,5,10,4,5
1,2,44,2,4,2,2,6,4,4,3,15,0,0,0,0,0,4,3,2,4,3,5,3,4
0,2,45,4,1,1,4,4,4,5,5,15,0,1,0,0,0,3,2,1,3,3,5,2,2
0,2,27,4,4,2,5,4,4,6,1,15,0,0,0,0,0,2,3,1,3,2,4,1,4
1,1,35,4,5,2,2,6,2,3,2,15,1,0,0,0,0,2,5,1,5,5,10,4,4
1,1,48,0,1,3,5,1,7,7,5,15,0,0,0,0,0,5,5,3,5,5,4,3,3
1,2,63,0,2,4,1,7,7,7,4,15,0,0,0,0,1,4,4,1,5,5,10,3,4
0,2,41,4,8,3,5,4,5,4,4,15,0,1,0,0,0,2,1,1,2,2,4,2,3
0,1,46,4,4,5,5,3,5,5,5,15,0,1,0,0,0,2,1,1,2,2,6,1,3
0,2,33,4,7,3,6,1,6,5,2,15,0,0,0,0,0,3,3,1,2,2,5,2,3
0,2,49,2,5,3,2,1,1,7,5,15,0,0,0,1,0,4,5,2,2,2,5,3,3
1,1,42,4,3,1,5,1,6,6,5,15,0,1,0,0,0,4,4,1,3,4,8,4,4
1,2,54,3,4,3,2,7,6,7,3,15,0,0,0,0,1,4,4,1,4,4,7,4,4
1,2,44,3,6,2,1,7,7,7,5,15,0,0,0,0,1,5,5,3,5,5,10,3,5
1,1,45,4,6,3,2,7,7,5,3,15,0,0,0,0,1,3,2,2,5,5,9,3,4
0,1,31,5,6,3,5,5,5,5,4,15,0,1,0,0,0,2,1,1,2,2,4,3,4
0,1,48,5,8,4,5,4,7,3,3,15,0,1,1,0,0,2,1,1,4,1,4,2,3
0,2,39,4,5,2,3,5,5,6,5,15,0,1,0,0,0,4,4,1,2,2,3,3,3
1,1,63,0,4,3,1,7,7,4,3,15,0,1,0,0,0,3,3,3,3,3,5,3,1
1,1,68,0,6,3,1,7,7,7,4,15,0,0,0,0,1,4,3,3,5,5,10,4,5
0,1,74,0,4,2,1,7,7,7,3,15,1,0,0,0,0,3,3,1,4,4,6,2,1
1,1,51,5,7,3,3,4,4,7,4,15,0,0,0,0,1,4,3,1,5,4,9,3,3
0,1,24,4,7,4,6,1,4,3,5,14,0,0,0,1,0,1,1,1,2,1,2,1,4
1,2,46,1,4,2,4,1,5,3,3,15,0,0,0,1,0,3,3,2,4,4,5,3,4
0,1,19,3,4,3,3,1,3,4,3,15,0,1,1,0,0,2,2,1,1,2,5,2,3
1,1,51,2,4,2,4,6,4,7,5,15,0,0,0,0,0,3,5,3,3,5,5,3,5
0,1,51,3,4,3,4,1,6,6,5,15,0,1,0,0,0,3,2,1,3,1,5,1,2
1,1,35,0,4,2,2,7,5,6,2,15,1,0,0,0,0,3,4,1,5,5,10,4,4
1,1,68,2,2,2,1,7,3,7,5,15,0,0,0,0,1,5,5,2,5,5,10,5,5
1,1,58,4,4,3,4,7,7,3,2,15,1,0,0,0,0,3,3,1,4,3,5,3,4
1,1,75,4,6,4,3,5,7,2,3,15,1,0,0,0,0,3,4,1,5,4,8,3,4
0,1,57,0,6,3,1,1,7,6,1,15,1,0,0,0,0,3,1,1,5,4,10,4,5
1,1,60,2,2,1,1,7,7,7,5,15,0,0,0,0,1,4,5,2,5,5,5,3,5
0,1,22,4,1,3,7,5,6,6,5,15,0,1,0,0,0,2,1,1,2,2,5,2,3
1,1,74,4,2,3,1,7,7,5,3,15,0,0,0,0,1,4,4,2,4,5,8,4,5
1,1,26,3,7,3,2,6,6,2,2,15,1,0,0,0,0,4,4,1,5,4,8,2,4
0,2,27,4,4,3,6,6,6,4,3,15,0,0,0,0,0,3,2,1,3,2,3,3,3
0,2,54,4,4,3,7,6,6,4,3,15,0,1,0,0,0,2,1,1,3,2,2,5,3
1,2,48,3,5,2,2,6,7,6,4,20,0,1,1,0,0,4,2,2,4,4,7,4,3
1,1,42,4,5,3,3,1,6,5,3,15,1,0,0,0,0,4,3,1,5,4,6,3,5
0,1,66,4,4,4,6,6,6,5,4,15,0,1,0,0,0,2,2,1,2,2,5,2,3
0,2,49,2,7,3,4,4,6,6,4,19,0,1,0,0,0,3,3,3,3,3,5,3,4
1,1,58,0,1,3,3,7,7,7,4,15,0,0,0,0,1,3,5,3,4,4,6,3,5
0,2,63,5,3,3,6,1,4,6,4,15,0,0,0,1,0,2,2,1,2,2,2,3,3
0,2,52,4,6,2,5,7,7,6,5,15,0,1,0,0,0,3,3,1,3,3,10,2,3
0,1,28,4,7,2,5,4,5,6,5,15,0,1,0,0,0,2,2,1,2,2,5,2,3
0,2,18,3,6,4,5,2,3,6,5,17,0,1,0,0,0,2,2,1,1,2,4,2,4
1,1,56,2,3,2,2,6,6,7,2,15,0,0,0,0,0,3,3,2,4,4,9,3,5
0,2,22,3,3,3,5,4,6,5,4,16,0,1,1,0,0,2,2,1,2,2,5,2,3
0,1,68,4,5,3,6,5,5,5,5,15,0,1,0,0,0,2,2,1,3,1,5,2,3
1,1,58,2,6,3,1,7,7,5,2,20,1,0,0,0,0,4,3,1,4,4,5,3,4
0,2,59,4,5,2,5,5,5,6,4,15,0,0,0,0,0,3,2,1,2,2,3,4,3
1,2,19,4,1,4,3,5,5,5,4,15,0,0,0,0,1,4,3,1,4,4,4,2,4
1,1,44,2,5,4,1,7,7,2,1,15,0,0,0,0,1,5,4,3,5,5,10,4,4
1,2,66,2,2,3,3,7,7,4,3,15,1,0,0,0,0,4,3,1,5,5,8,4,5
0,1,59,4,4,3,4,5,6,4,2,15,1,0,0,0,0,3,2,1,4,3,4,3,4
1,2,38,2,2,3,1,7,7,7,3,15,1,0,0,0,0,3,3,3,3,3,10,3,5
1,2,66,0,1,2,1,6,6,5,4,17,0,1,0,0,0,3,3,2,1,3,10,3,4
1,2,44,2,4,3,1,6,6,7,3,15,0,0,0,0,0,3,3,2,4,3,10,3,3
0,1,34,3,6,4,6,6,5,7,4,15,0,0,0,0,0,2,1,1,2,2,5,2,4
0,1,60,3,2,4,7,7,7,3,3,15,0,1,0,0,0,2,2,1,2,2,2,2,3
1,2,56,5,2,3,2,7,4,5,3,15,0,0,0,0,1,3,5,2,4,4,7,4,1
1,2,39,3,3,3,2,7,4,6,4,15,0,1,0,0,0,4,3,3,3,3,5,3,3
1,2,50,2,4,3,1,7,7,6,2,15,0,0,0,0,0,3,3,1,4,4,8,3,5
0,2,23,3,4,3,2,7,7,5,3,15,0,1,0,0,0,3,2,3,3,3,6,3,3
0,2,58,1,1,2,4,7,2,4,3,15,0,1,0,0,0,3,3,1,4,4,5,2,5
1,2,70,2,3,3,2,7,7,2,4,16,0,0,0,0,0,4,3,2,5,3,5,4,3
1,1,62,3,2,4,2,7,6,7,4,15,0,0,0,0,1,3,3,1,5,3,7,4,5
1,1,65,4,4,3,1,7,7,5,4,15,0,0,0,0,1,3,4,1,5,4,10,4,5
0,1,49,2,4,3,6,5,5,7,5,15,0,1,0,0,0,2,1,1,1,1,2,1,3
0,2,22,3,3,2,4,6,6,6,4,15,0,1,1,0,0,2,1,1,3,3,5,1,2
1,2,69,0,4,2,5,7,7,5,3,15,0,0,0,0,0,4,3,3,4,4,6,3,3
0,2,61,4,2,3,3,6,6,4,2,15,1,0,0,0,0,3,3,1,5,4,5,2,3
1,2,72,0,4,3,1,1,3,4,3,15,0,0,0,1,0,4,3,2,5,5,7,4,5
0,2,61,2,5,2,7,3,7,4,4,15,0,1,0,0,0,3,2,1,4,2,9,3,2
1,2,24,4,8,4,3,5,6,5,3,19,0,1,0,0,0,3,2,1,2,4,3,3,4
